transactionId,payoutId,salesRecordReference,transactionType,bookingEntry,transactionDate,transactionStatus,transactionMemo,paymentsEntity,references,feeType,amount.value,amount.currency,orderId,orderLineItems,buyer.username,totalFeeBasisAmount.value,totalFeeBasisAmount.currency,totalFeeAmount.value,totalFeeAmount.currency,ebayCollectedTaxAmount.value,ebayCollectedTaxAmount.currency
FEE-7632905136219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:36:28.528Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270813407', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632904363219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:35:48.031Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270813182', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632904463019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:35:46.337Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270812696', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632900773119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:33:35.877Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270808740', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632899848119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:33:10.621Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270807601', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632855807519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:05:15.043Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270737671', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632854697919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:04:47.318Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270737262', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632852369519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:03:37.265Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270736785', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632850411319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:03:08.698Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270735027', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632849678319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:03:03.515Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270734705', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632848720919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:02:05.549Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270734210', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632847757319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T22:00:59.660Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270733106', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632726770319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:56:15.792Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270579716', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632704029119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:43:29.053Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270549578', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632684616419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:31:43.403Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270528085', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632683011919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:30:35.539Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270525116', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632675030119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:26:53.509Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270510569', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632674125119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:26:08.482Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270509253', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632673044519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:25:06.567Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270506077', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632671582319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:24:05.511Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270504622', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632670611019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:23:43.071Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270502977', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632668675119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:22:55.021Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270498923', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632665437919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:20:32.929Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270493764', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632664082919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:19:37.165Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270491390', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632659178519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:16:05.168Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270482104', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632657691019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:15:14.508Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270480235', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632648307419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:10:18.868Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270466969', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632645685319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:07:50.520Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270463136', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632639633319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:05:12.162Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270458582', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632632301119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:01:28.980Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270455963', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632631008319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T20:01:00.790Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270455195', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632627213019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T19:58:49.104Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270454587', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632382258919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T18:02:12.632Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270185175', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632373913719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:57:15.596Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270174124', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632366194819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:52:20.060Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270162175', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632365808219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:52:06.428Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270159778', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632340028219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:35:06.211Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270126902', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632335221119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:32:07.716Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270123112', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632325231119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:28:45.718Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270108887', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632277108219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:04:38.309Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270064004', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632272021219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T17:02:00.128Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270061007', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632255972519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:51:45.021Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270042774', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632253557319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:50:36.615Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270039538', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632247366019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:46:51.706Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270032318', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632235593419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:41:09.189Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270023519', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632231571919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:38:32.296Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270018954', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632231024819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:37:54.679Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270017844', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632228049619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:36:47.829Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358270012876', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632197765219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:24:17.015Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269972209', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632197826419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:24:12.711Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269970514', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632150164519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T16:00:51.138Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269890440', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632146351819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:58:54.863Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269887003', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632138176719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:56:03.858Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269884273', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632137418419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:55:48.334Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269884002', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632113687819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:44:15.780Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269866864', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632034999819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:09:10.851Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269783759', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632031950319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:07:21.072Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269777885', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632018715119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T15:00:30.912Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269754399', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7632006979819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:55:00.544Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269739374', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631998799319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:50:18.221Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269729142', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631995120019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:49:24.539Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269727553', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631994443619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:49:02.896Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269727284', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631961850119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:31:59.453Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269687621', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631922095919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:12:07.905Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269641224', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631910596319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:09:24.900Z,PAYOUT,Promoted Listings - General fee,eBay Commerce Inc.,"[{'referenceId': '358295449932', 'referenceType': 'ITEM_ID'}, {'referenceId': '10-14426-02193', 'referenceType': 'ORDER_ID'}]",AD_FEE,13.24,USD,,,,,,,,,
10-14426-02193,7424553811,0,SALE,CREDIT,2026-03-28T14:03:28.949Z,PAYOUT,,eBay Commerce Inc.,,,187.34,USD,10-14426-02193,"[{'lineItemId': '10080688065710', 'feeBasisAmount': {'value': '240.75', 'currency': 'USD'}, 'marketplaceFees': [{'feeType': 'FINAL_VALUE_FEE', 'amount': {'value': '33.64', 'currency': 'USD'}}, {'feeType': 'FINAL_VALUE_FEE_FIXED_PER_ORDER', 'amount': {'value': '0.44', 'currency': 'USD'}}, {'feeType': 'INTERNATIONAL_FEE', 'amount': {'value': '3.58', 'currency': 'USD'}, 'feeMemo': 'Charged because the delivery address is in United States. Final amount: $240.75.'}]}]",lustg750,225.0,USD,37.66,USD,15.75,USD
FEE-7631897948719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T14:03:14.242Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269617849', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631876353219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:52:02.657Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269592015', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631872828219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:49:38.667Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269583954', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631870659019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:48:09.110Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269578404', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631854920119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:40:53.801Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269566148', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631851986119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:39:25.575Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269562669', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631850340519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:38:46.502Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269559958', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631847239919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:37:29.409Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269558612', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631842653619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:35:06.115Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269554534', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631839869519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:33:45.348Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269551313', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631833377119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:29:47.341Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269541494', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631832064519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:29:28.119Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269539763', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631823577219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:24:12.137Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269529719', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631821556019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:23:24.979Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269526845', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631795414419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:09:13.061Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269492762', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631786654519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T13:04:44.642Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269488777', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631742343419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:45:24.347Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269449953', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631741946119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:44:47.843Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269448784', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631741881819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:44:46.744Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269449264', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631741035719_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:44:23.226Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269448289', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631739434419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:43:23.662Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269446117', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631698769919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:25:19.120Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269401273', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631694026619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T12:22:45.015Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269397854', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631602862819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:37:50.194Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269296136', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631592638819_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:31:27.115Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269278202', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631581942219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:24:51.486Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269242162', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631578239619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:22:53.776Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269234049', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631566110419_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:16:16.941Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269220866', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631548866619_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:09:49.761Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269192003', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631542192319_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:06:23.396Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269175994', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631540856519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:05:13.062Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269172108', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631538453119_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T11:03:26.894Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269164076', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631529543019_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T10:59:09.490Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269149655', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631514763919_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T10:51:25.760Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269125060', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631513508219_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T10:50:11.283Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269122228', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7631505207519_11,7417074883,0,NON_SALE_CHARGE,DEBIT,2026-03-28T10:46:25.029Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358269108237', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
