transactionId,payoutId,salesRecordReference,transactionType,bookingEntry,transactionDate,transactionStatus,transactionMemo,paymentsEntity,references,feeType,amount.value,amount.currency,orderId,orderLineItems,buyer.username,totalFeeBasisAmount.value,totalFeeBasisAmount.currency,totalFeeAmount.value,totalFeeAmount.currency,ebayCollectedTaxAmount.value,ebayCollectedTaxAmount.currency
FEE-7621686630719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:05:27.271Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255437530', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621685488219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:04:57.961Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255436506', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621685353519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:04:56.942Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255435565', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621683941819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:04:37.486Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255432611', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621682452919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:03:57.443Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255428754', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621680437719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:01:57.093Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255425322', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621678995319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T21:01:41.198Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255422362', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621677009819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:59:33.888Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255420534', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621675387519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:58:56.804Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255418684', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621675013319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:58:49.855Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255417361', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621674569019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:58:04.662Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255416804', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621674033519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:57:15.622Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255415594', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621673290819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:56:51.842Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255415138', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621672976819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:56:44.295Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255414680', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621672538519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:56:43.141Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255413788', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621671072019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:55:34.203Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255410199', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621670606819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:55:17.574Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255408940', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621669291919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:54:52.238Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255408163', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621665419419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:54:37.340Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255404497', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621664735919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:54:21.655Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255402647', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621661859319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:53:56.724Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255399178', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621660517019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:52:47.306Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255397593', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621653628719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:46:45.364Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255394736', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621652442919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:45:58.979Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255393794', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621651764319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:44:31.781Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255392260', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621651025219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:44:30.885Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255390946', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621648039219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:42:47.149Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255389139', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621646460019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:42:16.762Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255387948', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621646557319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:42:12.893Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255388146', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621645267519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:41:45.425Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255387103', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621641949419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:39:18.647Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255381673', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621637656019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:37:37.227Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255374122', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621637534619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:37:26.870Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255375172', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621635915619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:37:13.402Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255371156', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621633143319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:35:46.004Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255369455', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7621626971319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T20:32:57.852Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358255360360', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7620471037819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T11:27:27.290Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358327147739', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619374097719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:58:43.960Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252217647', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619364361019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:50:40.152Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252197391', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619358750819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:48:47.340Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252187530', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619356153719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:48:04.203Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252183018', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619354247919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:46:00.709Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252180188', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619348680719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:41:30.524Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252163458', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619347622419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:40:39.199Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252162485', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619343059319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:38:05.053Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252160901', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619338659619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:34:05.446Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252153818', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619337981119_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:33:45.872Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252151191', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619337170419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:33:06.099Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252147087', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619336254919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:32:56.065Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252143471', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619335946319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:32:54.957Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252139296', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619332268119_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:29:00.090Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252130474', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619331589119_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:28:44.495Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252128854', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619329616419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:27:54.166Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252119445', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619320019519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:21:30.857Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252101244', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619313877519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:19:16.011Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252100365', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619310187519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:18:04.063Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252099639', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619309228719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:17:55.494Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252098737', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619307791319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:16:00.432Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252098086', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619306507719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:14:50.156Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252096324', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619305779319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:14:23.121Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252094944', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619306013619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:14:22.494Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252095631', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619303979519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:13:40.788Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252092833', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619303242219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:13:00.073Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252092057', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619302721719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:12:53.692Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252089896', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619301187219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:12:01.347Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252088697', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619298590919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:10:32.524Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252083314', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619289518319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:02:11.540Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252073699', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619287946119_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:01:47.839Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252072090', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619287303619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:01:30.261Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252070878', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619287137819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-24T00:01:07.048Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252069218', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619285653419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:58:44.411Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252065663', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619284713819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:57:59.931Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252064736', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619283487819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:57:12.933Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252062196', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619282775619_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:57:09.255Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252060395', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619280672319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:56:09.539Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252055368', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619279652019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:54:14.026Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252053125', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619278905019_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:53:36.869Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252051710', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619274322319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:51:41.208Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252036569', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619272441319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:51:06.952Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252033921', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619271640319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:49:20.162Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252031004', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619268151419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:48:31.878Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252029221', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619262772519_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:46:51.949Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252024805', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619254487219_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:40:30.265Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252005609', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619250933419_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:39:25.577Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252004035', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619250641819_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:39:21.640Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252002595', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619248931719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:38:06.787Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358252000134', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619242055719_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:35:27.931Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251993615', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619235162319_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:32:42.320Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251982515', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619232537119_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:31:42.164Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251978613', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619231875919_11,7411642027,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:31:10.095Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251977274', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619230277719_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:29:52.373Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251975783', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619227708619_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:28:52.118Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251971734', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619225281919_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:27:46.006Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251967645', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619218720019_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:21:40.594Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251952156', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619218106919_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:21:05.673Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251949761', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619214820819_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:18:19.413Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251941282', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619211499619_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:16:37.793Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251933310', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619211028519_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:16:07.081Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251930831', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619208067919_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:13:27.757Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251922002', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619206673219_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:13:16.606Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251919900', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619202052719_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:11:40.440Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251913644', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619197601719_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:10:06.123Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251907738', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619194516419_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:08:15.848Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251901457', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
FEE-7619192914919_11,7407708883,0,NON_SALE_CHARGE,DEBIT,2026-03-23T23:06:40.803Z,PAYOUT,Insertion Fee,,"[{'referenceId': '358251898508', 'referenceType': 'ITEM_ID'}]",INSERTION_FEE,0.11,USD,,,,,,,,,
